event_code,event_year,session_code,sky,track_codition,humidity,ground_temp,circuit,track_length_m,rider_number,rider_name,team,manufacturer,front_tyre,rear_tyre,lap,lap_time,lap_s,t1_s,t2_s,t3_s,t4_s,speed
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,6,1'31.295,91.295,18.523,26.3,22.362,24.11,328.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,7,1'31.415,91.415,18.549,26.23,22.385,24.251,328.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,8,1'31.468,91.468,18.535,26.284,22.372,24.277,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,9,1'31.366,91.366,18.668,26.234,22.263,24.201,328.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,10,1'31.150,91.15,18.581,26.065,22.272,24.232,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,11,1'31.575,91.575,18.696,26.125,22.442,24.312,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,12,1'31.435,91.435,18.453,26.244,22.42,24.318,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,13,1'31.678,91.678,18.559,26.283,22.498,24.338,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,14,1'31.731,91.731,18.561,26.413,22.468,24.289,336.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,15,1'31.490,91.49,18.53,26.26,22.386,24.314,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,16,1'31.647,91.647,18.464,26.367,22.475,24.341,327.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,17,1'31.638,91.638,18.579,26.228,22.407,24.424,328.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,18,1'31.966,91.966,18.566,26.331,22.54,24.529,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,19,1'32.015,92.015,18.549,26.384,22.606,24.476,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,20,1'32.419,92.419,18.651,26.496,22.647,24.625,328.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,21,1'32.232,92.232,18.645,26.614,22.554,24.419,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,22,1'32.099,92.099,18.732,26.382,22.535,24.45,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,23,1'32.488,92.488,18.709,26.585,22.646,24.548,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,24,1'32.450,92.45,18.744,26.668,22.591,24.447,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,25,1'32.417,92.417,18.734,26.48,22.618,24.585,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,26,1'32.697,92.697,18.829,26.592,22.547,24.729,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,1,1'33.113,93.113,20.144,26.31,22.513,24.146,320.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,2,1'31.329,91.329,18.72,26.116,22.495,23.998,322.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,3,1'31.200,91.2,18.634,26.106,22.231,24.229,328.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,4,1'31.109,91.109,18.605,26.109,22.213,24.182,329.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,5,1'31.016,91.016,18.61,26.117,22.201,24.088,325.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,6,1'31.065,91.065,18.614,26.066,22.225,24.16,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,7,1'31.055,91.055,18.605,26.071,22.192,24.187,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,8,1'31.313,91.313,18.618,26.158,22.288,24.249,327.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,9,1'31.167,91.167,18.636,26.023,22.283,24.225,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,10,1'31.569,91.569,18.694,26.156,22.441,24.278,329.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,11,1'31.749,91.749,18.625,26.197,22.527,24.4,325.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,12,1'31.552,91.552,18.566,26.084,22.507,24.395,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,13,1'31.675,91.675,18.602,26.17,22.472,24.431,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,14,1'31.603,91.603,18.612,26.125,22.543,24.323,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,15,1'31.638,91.638,18.562,26.183,22.43,24.463,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,16,1'31.777,91.777,18.585,26.24,22.472,24.48,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,17,1'31.938,91.938,18.628,26.267,22.526,24.517,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,18,1'32.138,92.138,18.681,26.39,22.546,24.521,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,19,1'32.587,92.587,18.731,26.352,22.572,24.932,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,20,1'32.517,92.517,18.724,26.547,22.592,24.654,323.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,21,1'32.455,92.455,18.808,26.314,22.734,24.599,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,22,1'32.702,92.702,18.759,26.595,22.852,24.496,328.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,23,1'32.684,92.684,18.867,26.545,22.723,24.549,329.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,24,1'33.346,93.346,18.83,27.108,22.725,24.683,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,25,1'33.235,93.235,18.916,26.732,22.869,24.718,329.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,26,1'35.583,95.583,19.323,27.888,23.024,25.348,308.5
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,1,1'33.900,93.9,20.662,26.532,22.505,24.201,305.9
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,2,1'31.818,91.818,18.588,26.43,22.623,24.177,323.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,3,1'31.088,91.088,18.518,26.141,22.344,24.085,322.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,4,1'31.269,91.269,18.572,26.188,22.353,24.156,321.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,5,1'31.722,91.722,18.518,26.524,22.479,24.201,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,6,1'31.286,91.286,18.536,26.29,22.354,24.106,329.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,7,1'31.282,91.282,18.544,26.249,22.407,24.082,328.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,8,1'31.382,91.382,18.515,26.229,22.312,24.326,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,9,1'31.326,91.326,18.568,26.155,22.431,24.172,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,10,1'31.312,91.312,18.514,26.157,22.387,24.254,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,11,1'31.619,91.619,18.565,26.225,22.464,24.365,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,12,1'31.496,91.496,18.531,26.264,22.285,24.416,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,13,1'31.555,91.555,18.486,26.233,22.453,24.383,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,14,1'31.661,91.661,18.628,26.281,22.393,24.359,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,15,1'31.714,91.714,18.587,26.357,22.389,24.381,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,16,1'32.171,92.171,18.535,26.581,22.67,24.385,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,17,1'32.006,92.006,18.668,26.448,22.429,24.461,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,18,1'32.194,92.194,18.598,26.401,22.641,24.554,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,19,1'32.112,92.112,18.59,26.316,22.614,24.592,336.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,20,1'32.347,92.347,18.667,26.487,22.629,24.564,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,21,1'32.511,92.511,18.704,26.572,22.718,24.517,323.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,22,1'32.788,92.788,18.793,26.66,22.841,24.494,327.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,23,1'32.919,92.919,18.74,26.646,22.905,24.628,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,24,1'33.043,93.043,18.825,26.679,22.894,24.645,326.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,25,1'33.437,93.437,18.918,26.767,22.933,24.819,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,26,1'33.675,93.675,18.946,26.829,22.873,25.027,325.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,1,1'36.063,96.063,21.046,27.57,22.975,24.472,293.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,2,1'32.061,92.061,18.686,26.533,22.704,24.138,312.1
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,3,1'32.301,92.301,18.695,26.694,22.683,24.229,315.7
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,4,1'32.138,92.138,18.668,26.327,22.668,24.475,328.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,5,1'31.936,91.936,18.78,26.523,22.366,24.267,307.6
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,6,1'31.508,91.508,18.664,26.27,22.409,24.165,321.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,7,1'31.502,91.502,18.576,26.301,22.33,24.295,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,8,1'31.449,91.449,18.638,26.323,22.333,24.155,325.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,9,1'31.366,91.366,18.558,26.194,22.368,24.246,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,10,1'31.145,91.145,18.613,26.136,22.219,24.177,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,11,1'31.211,91.211,18.568,26.163,22.44,24.04,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,12,1'31.391,91.391,18.526,26.159,22.35,24.356,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,13,1'31.486,91.486,18.534,26.252,22.393,24.307,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,14,1'31.687,91.687,18.617,26.354,22.419,24.297,327.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,15,1'31.963,91.963,18.627,26.562,22.454,24.32,313
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,16,1'31.869,91.869,18.675,26.395,22.47,24.329,322.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,17,1'31.792,91.792,18.531,26.319,22.43,24.512,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,18,1'31.927,91.927,18.643,26.39,22.47,24.424,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,19,1'32.014,92.014,18.643,26.467,22.478,24.426,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,20,1'31.810,91.81,18.703,26.255,22.445,24.407,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,21,1'32.198,92.198,18.731,26.489,22.603,24.375,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,22,1'32.665,92.665,18.979,26.584,22.702,24.4,313.9
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,23,1'32.068,92.068,18.646,26.507,22.48,24.435,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,24,1'32.821,92.821,18.825,26.627,22.833,24.536,313.9
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,25,1'33.001,93.001,18.746,26.583,22.946,24.726,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,26,1'33.125,93.125,18.95,26.594,22.826,24.755,326.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,1,1'34.020,94.02,20.915,26.505,22.457,24.143,324.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,2,1'31.493,91.493,18.571,26.202,22.61,24.11,318.5
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,3,1'31.050,91.05,18.529,26.199,22.295,24.027,328.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,4,1'31.250,91.25,18.605,26.151,22.355,24.139,327.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,5,1'31.801,91.801,18.579,26.617,22.434,24.171,317.6
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,6,1'31.139,91.139,18.587,26.157,22.287,24.108,337.5
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,7,1'31.283,91.283,18.576,26.314,22.347,24.046,329.2
