rider_number,rider_name,team,manufacturer,front_tyre,rear_tyre,lap,lap_time,lap_s,t1_s,t2_s,t3_s,t4_s,speed
36,Joan MIR,Honda HRC Castrol,Honda,Soft,Medium,15,1'31.611,,18.641,26.223,22.358,24.389,336.4
36,Joan MIR,Honda HRC Castrol,Honda,Soft,Medium,16,1'31.810,,18.647,26.307,22.482,24.374,335.4
36,Joan MIR,Honda HRC Castrol,Honda,Soft,Medium,17,1'31.986,,18.664,26.388,22.435,24.499,334.3
36,Joan MIR,Honda HRC Castrol,Honda,Soft,Medium,18,1'31.847,,18.641,26.348,22.392,24.466,335.4
36,Joan MIR,Honda HRC Castrol,Honda,Soft,Medium,19,1'32.320,,18.755,26.407,22.525,24.633,336.4
36,Joan MIR,Honda HRC Castrol,Honda,Soft,Medium,20,1'32.120,,18.765,26.297,22.527,24.531,332.3
36,Joan MIR,Honda HRC Castrol,Honda,Soft,Medium,21,1'32.582,,18.852,26.452,22.689,24.589,332.3
36,Joan MIR,Honda HRC Castrol,Honda,Soft,Medium,22,1'41.450,,18.973,26.589,26.619,29.269,329.2
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,1,1'33.529,,20.263,26.399,22.51,24.357,309.4
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,2,1'31.507,,18.694,26.183,22.498,24.132,322.3
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,3,1'31.080,,18.502,26.162,22.248,24.168,329.2
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,4,1'31.298,,18.539,26.36,22.294,24.105,325.3
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,5,1'31.213,,18.616,26.153,22.307,24.137,323.3
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,6,1'31.293,,18.565,26.161,22.382,24.185,329.2
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,7,1'31.345,,18.574,26.251,22.299,24.221,329.2
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,8,1'31.685,,18.555,26.285,22.253,24.592,332.3
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,9,1'31.220,,18.605,26.122,22.276,24.217,332.3
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,10,1'31.294,,18.516,26.211,22.266,24.301,332.3
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,11,1'31.559,,18.52,26.202,22.4,24.437,333.3
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,12,1'31.300,,18.505,26.214,22.241,24.34,334.3
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,13,1'31.551,,18.487,26.231,22.321,24.512,334.3
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,14,1'31.681,,18.527,26.372,22.38,24.402,331.2
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,15,1'31.741,,18.561,26.456,22.33,24.394,334.3
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,16,1'31.807,,18.611,26.306,22.403,24.487,334.3
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,17,1'31.894,,18.563,26.379,22.391,24.561,333.3
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,18,1'32.097,,18.676,26.462,22.403,24.556,333.3
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,19,1'32.442,,18.667,26.488,22.464,24.823,333.3
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,20,1'32.584,,18.776,26.54,22.575,24.693,331.2
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,21,1'33.043,,18.793,26.948,22.691,24.611,334.3
73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,Ducati,Soft,Medium,22,,,18.78,,,,
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,1,1'32.921,,19.636,26.328,22.607,24.35,335.4
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,2,1'31.158,,18.62,26.042,22.405,24.091,339.6
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,3,1'31.085,,18.477,26.115,22.412,24.081,338.5
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,4,1'31.368,,18.419,26.347,22.325,24.277,339.6
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,5,1'30.944,,18.522,26.078,22.301,24.043,337.5
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,6,1'30.975,,18.491,26.166,22.235,24.083,331.2
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,7,1'30.864,,18.499,26.073,22.189,24.103,335.4
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,8,1'30.979,,18.511,26.131,22.266,24.071,333.3
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,9,1'31.162,,18.601,26.194,22.253,24.114,333.3
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,10,1'31.529,,18.567,26.178,22.563,24.221,324.3
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,11,1'31.402,,18.535,26.203,22.382,24.282,334.3
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,12,1'31.194,,18.517,26.065,22.291,24.321,335.4
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,13,1'31.320,,18.523,26.168,22.342,24.287,339.6
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,14,1'31.358,,18.561,26.338,22.328,24.131,338.5
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,15,1'31.403,,18.543,26.126,22.509,24.225,338.5
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,16,1'31.134,,18.492,26.075,22.318,24.249,339.6
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,17,1'31.159,,18.465,26.109,22.298,24.287,338.5
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,18,1'31.156,,18.509,26.055,22.278,24.314,339.6
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,19,1'31.381,,18.519,26.129,22.381,24.352,339.6
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,20,1'31.421,,18.627,26.088,22.398,24.308,339.6
93,Marc MARQUEZ,Ducati Lenovo Team,Ducati,Soft,Medium,21,,,18.562,26.839,,,337.5
